# This CSV file was created by downloading the Excel spreadsheet
# elife-100574-table3-data1-v1.xlsx from the Marino et al 2025 eLife
# paper (https://doi.org/10.7554/eLife.100574.3), then converting the
# spreadsheet to CSV using Excel.
Clade,Species,TaxId,Phylum,Class,Order,Family,Accession_assembly,BUSCO_Duplicate,Genome_size,MaxLongevity_y,Source_MaxLongevity,Mass_g,Source_mass,MaxLongevity_y_log,Mass_g_log,n_markers_phylter_noshortbr,dN_CM_phylter_noshortbr,dS_CM_phylter_noshortbr,dNdS_CM_phylter_noshortbr,n_markers_trimmed,dN_CM_phylter_noshortbr_trimmed,dS_CM_phylter_noshortbr_trimmed,dNdS_CM_phylter_noshortbr_trimmed,brlen_coevol_gcpoor,dS_coevol_gcpoor,dNdS_coevol_gcpoor,brlen_coevol_gcrich,dS_coevol_gcrich,dNdS_coevol_gcrich,Overall_repeat_bp,Overall_repeat_gsperc,DNA_bp,DNA_gsperc,RC_bp,RC_gsperc,LTR_bp,LTR_gsperc,PLE_bp,PLE_gsperc,LINE_bp,LINE_gsperc,SINE_bp,SINE_gsperc,Retroposon_bp,Retroposon_gsperc,Unknown_bp,Unknown_gsperc,Other_bp,Other_gsperc,DNA_recent_gsperc,LINE_recent_gsperc,LTR_recent_gsperc,Other_recent_gsperc,Overall_TEs_recent_gsperc,PLE_recent_gsperc,RC_recent_gsperc,Retroposon_recent_gsperc,SINE_recent_gsperc,Unknown_recent_gsperc,DNA_recent_bp,LINE_recent_bp,LTR_recent_bp,Other_recent_bp,Overall_TEs_recent_bp,PLE_recent_bp,RC_recent_bp,Retroposon_recent_bp,SINE_recent_bp,Unknown_recent_bp
Mollusca,Potamilus_streckersoni,2493646,Mollusca,Bivalvia,Unionida,Unionidae,GCA_016746295.1,1.4,2156284695,NA,NA,NA,NA,NA,NA,679,0.087214188,1.258575096,0.069295974,NA,NA,NA,NA,0.0666023,0.973026,0.10879,0.077982,1.04485,0.100464,649155620,30.3,4780388,0.22,21760,NA,10729244,0.5,1732032,0.08,16572760,0.77,2576004,0.12,93212,NA,605024800,28.24,7625420,0.35,0.069831796,0.323024577,0.178823179,NA,15.78820434,0.072632911,0.000224089,0.000560223,0.007142843,15.13596472,1505772,6965330,3855937,NA,340438634,1566172,4832,12080,154020,326374491
Mollusca,Argopecten_irradians_irradians,158587,Mollusca,Bivalvia,Pectinida,Pectinidae,GCA_004382745.1,0.7,1017172983,NA,NA,NA,NA,NA,NA,686,0.062506219,1.432984098,0.043619618,NA,NA,NA,NA,0.191327,2.48618,0.0370027,0.212424,2.52051,0.0310033,503824708,49.88,1147404,0.11,276564,0.02,6761928,0.66,29016,NA,4155024,0.41,152792,0.01,8500,NA,488274384,48.34,3019096,0.29,0.046872764,0.2932928,0.551656378,NA,34.87119567,0.002366173,0.012168891,0.000394362,0.007887244,33.95655706,476777,2983295,5611300,NA,354700381,24068,123779,4011,80227,345396924
Mollusca,Pecten_maximus,6579,Mollusca,Bivalvia,Pectinida,Pectinidae,GCA_902652985.1,3.2,1388760000,NA,NA,NA,NA,NA,NA,654,0.043588787,0.807879799,0.053954545,NA,NA,NA,NA,0.191327,1.20269,0.0557853,0.212424,1.25645,0.0405548,481034544,34.88,4633592,0.33,300624,0.02,2958192,0.21,416668,0.03,3022540,0.21,1007496,0.07,4704,NA,460838092,33.41,7852636,0.56,0.178725299,0.153122436,0.142279356,NA,23.42666078,0.004205301,0.011667649,0.000288599,0.030055535,22.90631661,2482065,2126503,1975919,NA,325340094,58402,162036,4008,417399,318113763
Mollusca,Mizuhopecten_yessoensis,6573,Mollusca,Bivalvia,Pectinida,Pectinidae,GCA_002113885.2,2.9,1652820000,NA,NA,NA,NA,NA,NA,635,0.06495831,1.051783447,0.061760156,NA,NA,NA,NA,0.268379,1.07854,0.0646381,0.300203,1.1012,0.0534788,695500572,42.53,3627184,0.22,236580,0.01,5295932,0.32,501912,0.03,8008844,0.48,1483056,0.09,55392,NA,669322552,40.93,6969120,0.42,0.093088965,0.301943564,0.189211973,NA,24.15555251,0.007596347,0.004427457,0.001460836,0.018046943,23.53977643,1538593,4990584,3127333,NA,399247803,125554,73178,24145,298283,389070133
Mollusca,Crassostrea_gigas,29159,Mollusca,Bivalvia,Ostreida,Ostreidae,GCA_902806645.1,3.1,635700000,NA,NA,NA,NA,NA,NA,622,0.109037985,1.909057841,0.057116124,NA,NA,NA,NA,0.284362,1.73107,0.0412233,0.319951,1.38478,0.0396737,246496724,39.05,1594260,0.25,305936,0.04,2852568,0.45,1656860,0.26,1262164,0.19,309816,0.04,1988,NA,236426964,37.45,2086168,0.33,0.121313857,0.138135807,0.330030653,NA,20.08727833,0.052156948,0.021272202,0.00017801,0.01379578,19.41039508,771192,878129,2098005,NA,127694828,331562,135227,1132,87700,123391881
Mollusca,Crassostrea_virginica,6565,Mollusca,Bivalvia,Ostreida,Ostreidae,GCA_002022765.4,21.2,834590009,NA,NA,NA,NA,NA,NA,498,0.083343931,1.627426889,0.051212089,NA,NA,NA,NA,0.284362,1.55483,0.0433715,0.319951,1.50521,0.0394162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollusca,Mytilus_coruscus,42192,Mollusca,Bivalvia,Mytiloida,Mytilidae,GCA_017311375.1,1.8,1858200000,NA,NA,NA,NA,NA,NA,653,0.031631961,0.51941025,0.060899762,NA,NA,NA,NA,0.0669351,1.65507,0.0739897,0.0676509,1.84175,0.0607331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollusca,Mytilus_edulis,6550,Mollusca,Bivalvia,Mytiloida,Mytilidae,GCA_905397895.1,23.5,1564800000,NA,NA,NA,NA,NA,NA,494,0.021455849,0.280349863,0.076532405,NA,NA,NA,NA,0.0198151,1.6068,0.102471,0.0211766,1.81412,0.115925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollusca,Mytilus_galloprovincialis,29158,Mollusca,Bivalvia,Mytiloida,Mytilidae,GCA_900618805.1,7.8,1877760000,NA,NA,NA,NA,NA,NA,516,0.016176971,0.242726188,0.066646995,NA,NA,NA,NA,0.0198151,1.68449,0.0751605,0.0211766,1.78085,0.0829891,762499756,41.04,2384100,0.12,517148,0.02,7046348,0.37,43076616,2.31,6334536,0.34,121872,NA,660,NA,694938288,37.4,8080188,0.43,0.080297113,0.299146108,0.371212219,NA,26.85108363,0.803708535,0.024872375,1.99298E-05,0.001295436,25.27053192,1507787,5617246,6970475,NA,504198908,15091717,467044,374,24325,474519940
Mollusca,Perna_viridis,73031,Mollusca,Bivalvia,Mytiloida,Mytilidae,GCA_018327765.1,0.3,891636892.9,NA,NA,NA,NA,NA,NA,734,0.109490257,2.10704276,0.051963946,NA,NA,NA,NA,0.378492,2.06121,0.0445864,0.402268,1.76494,0.0433566,351829872,39.62,341116,0.03,41964,NA,1460304,0.16,28513768,3.21,3919224,0.44,4748,NA,NA,NA,316045080,35.59,1503668,0.16,0.012704893,0.274339561,0.118004772,NA,18.47808298,0.73785283,0.001722697,NA,0.000215337,17.33324289,113282,2446113,1052174,NA,164757405,6578968,15360,NA,1920,154549588
Mollusca,Chrysomallon_squamiferum,216257,Mollusca,Gastropoda,NA,Peltospiridae,GCA_012295275.1,0.7,495540756.5,NA,NA,NA,NA,NA,NA,716,0.22464823,3.625928394,0.061956058,NA,NA,NA,NA,0.829413,1.60716,0.0559454,0.795104,1.45736,0.0604093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollusca,Haliotis_rubra,36100,Mollusca,Gastropoda,Lepetellida,Haliotidae,GCA_003918875.1,2,1673980984,NA,NA,NA,NA,NA,NA,685,0.055171727,0.789644628,0.069869059,NA,NA,NA,NA,0.170739,0.986878,0.0796993,0.203221,0.937072,0.0575999,742569376,44.65,12085868,0.72,368756,0.02,10014764,0.6,2510940,0.15,28305828,1.7,2432812,0.14,33768,NA,681144488,40.96,5671756,0.34,0.364679537,0.889677655,0.40408968,NA,22.83200784,0.018565109,0.011363439,0.000723786,0.036913082,21.10595936,6104666,14893035,6764384,NA,382203470,310776,190222,12116,617918,353309746
Mollusca,Haliotis_rufescens,6454,Mollusca,Gastropoda,Lepetellida,Haliotidae,GCA_003343065.1,4.1,1819750361,NA,NA,NA,NA,NA,NA,657,0.052999494,0.76496068,0.069283946,NA,NA,NA,NA,0.170739,0.971499,0.061432,0.203221,0.920872,0.0595538,712219296,39.41,10133968,0.56,566632,0.03,12071260,0.66,14232440,0.78,12120788,0.67,1499152,0.08,184040,0.01,653157884,36.14,8253132,0.45,0.205453907,0.220340967,0.412312254,NA,18.0175867,0.084203956,0.012390278,0.003245816,0.016541177,17.06303593,3738748,4009656,7503054,NA,327875099,1532302,225472,59066,301008,310504658
Mollusca,Batillaria_attramentaria,370345,Mollusca,Gastropoda,NA,Batillariidae,GCA_018292915.1,3.7,874322474.3,NA,NA,NA,NA,NA,NA,657,0.141484653,2.374138022,0.059594115,NA,NA,NA,NA,0.608999,1.26576,0.055576,0.58996,1.18128,0.0597228,243554956,28.14,1686572,0.19,30056,NA,8196224,0.94,260144,0.03,13048748,1.5,3946600,0.45,26388,NA,210906828,24.37,5453396,0.63,0.12926901,1.177063438,0.451930503,NA,15.19721856,0.015864227,0.001555316,0.001288691,0.242584918,13.17744027,1130228,10291330,3951330,NA,132872697,138705,13598,11267,2120974,115213322
Mollusca,Marisa_cornuarietis,75126,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,GCA_004794655.1,0.6,653701816.9,NA,NA,NA,NA,NA,NA,678,0.036336826,0.431542663,0.084202164,NA,NA,NA,NA,0.0577705,1.426,0.105558,0.0514875,1.7346,0.100617,135046044,20.8,4114592,0.63,6296,NA,1765652,0.27,84728,0.01,15380292,2.36,166144,0.02,2504,NA,111386992,17.15,2138844,0.32,0.242943577,1.27783601,0.223885751,NA,10.78367007,0.007955331,0.000349685,0.000349685,0.013812553,9.016537473,1588127,8353237,1463545,NA,70493047,52004,2286,2286,90293,58941269
Mollusca,Pomacea_canaliculata,400727,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,GCA_003073045.1,0.4,538566415.1,NA,NA,NA,NA,NA,NA,679,0.037161366,0.440491987,0.084363319,NA,NA,NA,NA,0.0577705,1.44496,0.142531,0.0514875,1.85069,0.083607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollusca,Achatina_immaculata,2605667,Mollusca,Gastropoda,Stylommatophora,Achatinidae,GCA_009760885.1,6.3,2006686211,NA,NA,NA,NA,NA,NA,597,0.101963705,1.803174427,0.056546779,NA,NA,NA,NA,0.428242,1.41424,0.0507215,0.445036,1.47923,0.0485434,883250828,44.32,40468656,2.03,1615340,0.08,2009720,0.1,369088,0.01,196064672,9.83,6109496,0.3,53772,NA,627394116,31.48,9165968,0.45,0.450667051,4.397726846,0.03794699,NA,15.92925879,0.004954588,0.008133544,0.000458228,0.06128797,10.96808357,9043474,88248578,761477,NA,319650240,99423,163215,9195,1229857,220095021
Mollusca,Candidula_unifasciata,100452,Mollusca,Gastropoda,Stylommatophora,Geomitridae,GCA_905116865.2,7.8,1647835711,NA,NA,NA,NA,NA,NA,589,0.066310691,1.086401881,0.061036981,NA,NA,NA,NA,0.18624,1.41449,0.0603728,0.22557,1.24524,0.0564619,756822084,46.25,17303460,1.05,1754644,0.1,3246076,0.19,1486888,0.09,51928788,3.17,398168,0.02,137428,NA,672425080,41.09,8141552,0.49,0.186074969,1.132325934,0.100104919,NA,17.04026765,0.030659692,0.024582381,0.001980247,0.010037806,15.5545017,3066210,18658871,1649565,NA,280795616,505221,405077,32631,165407,256312634
Mollusca,Cepaea_nemoralis,28835,Mollusca,Gastropoda,Stylommatophora,Helicidae,GCA_014155875.1,19.3,4230989981,NA,NA,NA,NA,NA,NA,490,0.056516228,0.917355389,0.061607779,NA,NA,NA,NA,0.18624,1.36703,0.0632126,0.22557,1.19433,0.0622307,2754447864,65.56,53465240,1.27,427756,0.01,41965268,0.99,1498056,0.03,284696072,6.77,2863024,0.06,284008,NA,2333290172,55.53,35958268,0.85,0.41242353,3.302087946,0.695059769,NA,32.97867811,0.011658426,0.003948822,0.001947548,0.024539106,28.5269861,17449598,139711010,29407909,NA,1395324567,493267,167074,82401,1038247,1206973924
Insecta,Actias_luna,63976,Arthropoda,Insecta,Lepidoptera,Saturniidae,GCA_010014465.1,25.5,547680000,NA,NA,NA,NA,NA,NA,490,0.356937635,2.446988331,0.14586814,510,0.350596745,2.48824268,0.140901347,0.644061,1.50991,0.0770673,0.498717,1.09585,0.318175,258640232,47.73,1019652,0.18,18365600,3.38,1488572,0.27,4244,NA,6384692,1.17,2209448,0.4,NA,NA,228517636,42.17,650388,0.12,0.085766581,0.596601371,0.234643128,NA,37.61244457,0.000273796,0.855749236,NA,0.135528994,35.70388147,469726,3267466,1285093,NA,205995836,1500,4686767,NA,742265,195543018
Insecta,Antheraea_mylitta,34739,Arthropoda,Insecta,Lepidoptera,Saturniidae,GCA_014332785.1,6,851131279.1,NA,NA,NA,NA,NA,NA,800,0.106261451,2.641364551,0.040229756,832,0.103950162,2.730421576,0.038071103,0.368872,2.57709,0.0520935,0.167304,4.55571,0.0450678,311839736,36.89,8796476,1.04,38362852,4.53,7821624,0.92,28924,NA,40401332,4.77,25128340,2.97,NA,NA,187924668,22.23,3375520,0.39,0.577956798,3.295017289,0.887044519,NA,17.57256791,0.002031245,0.970460964,NA,0.653315973,11.18674112,4919171,28044923,7549913,NA,149565622,17289,8259897,NA,5560577,95213853
Insecta,Bombyx_mori,7091,Arthropoda,Insecta,Lepidoptera,Bombycidae,GCA_014905235.2,1,508560000,NA,NA,NA,NA,NA,NA,849,0.137090496,2.954219513,0.04640498,881,0.133900867,3.056340467,0.043810848,0.368872,3.24265,0.0512297,0.167304,4.1254,0.0691259,146071988,28.93,5716172,1.13,5670632,1.12,4891000,0.96,412,NA,30041088,5.94,2865540,0.56,NA,NA,95419236,18.89,1467908,0.29,0.722530244,3.660411878,0.881003826,NA,18.55015252,0.000109292,0.355855162,NA,0.123172226,12.80706989,3674500,18615391,4480433,NA,94338656,556,1809737,NA,626405,65131635
Insecta,Hyles_vespertilio,283848,Arthropoda,Insecta,Lepidoptera,Sphingidae,GCA_009982885.1,4.1,794233926.3,NA,NA,NA,NA,NA,NA,821,0.067758008,1.554469319,0.043589157,852,0.066278737,1.598374645,0.041466334,0.228335,2.45302,0.0486013,0.137119,2.45394,0.0497436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Insecta,Manduca_sexta,7130,Arthropoda,Insecta,Lepidoptera,Sphingidae,GCA_014839805.1,8.8,420540000,NA,NA,NA,NA,NA,NA,779,0.064979004,1.54968251,0.041930527,808,0.063203773,1.584208136,0.03989613,0.228335,2.52206,0.0528185,0.137119,2.5704,0.0506632,91541276,21.92,3261352,0.78,8136640,1.94,1725364,0.41,1976,NA,9075444,2.17,16306404,3.9,NA,NA,52572760,12.58,461336,0.11,0.68619556,1.333552423,0.363535625,NA,11.08315147,0.000407399,0.597110999,NA,1.146556325,6.955793145,2885727,5608121,1528813,NA,46609085,1713,2511091,NA,4821728,29251892
Insecta,Dendrolimus_punctatus,238572,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,GCA_012273795.1,9.9,749056011,NA,NA,NA,NA,NA,NA,771,0.120562608,2.812730639,0.04286319,801,0.117911491,2.895541755,0.040721738,0.437902,2.91466,0.0483482,0.201829,3.00392,0.0638983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Insecta,Arctia_plantaginis,874455,Arthropoda,Insecta,Lepidoptera,Erebidae,GCA_902825455.1,1.2,705389929.7,NA,NA,NA,NA,NA,NA,844,0.097780063,2.36401264,0.041361903,876,0.095414439,2.433389436,0.039210509,0.349755,2.67866,0.0439327,0.175416,3.44452,0.0528136,236677208,33.79,10223448,1.45,14638528,2.08,7035268,1,38880,NA,48983580,6.99,22798740,3.25,236,NA,131666828,18.79,1291700,0.18,0.811856727,4.157800178,0.851263344,NA,18.30863584,0.004744878,0.529817941,NA,0.734088975,11.2190638,5726756,29328704,6004726,NA,129147273,33470,3737282,NA,5178190,79138146
Insecta,Spodoptera_exigua,7107,Arthropoda,Insecta,Lepidoptera,Noctuidae,GCA_011316535.1,1.5,546605046.2,NA,NA,NA,NA,NA,NA,835,0.038478699,1.075898475,0.035764248,865,0.037604603,1.099513685,0.034201123,0.0883263,2.77772,0.037121,0.0741498,3.45416,0.0290009,166782984,30.72,2622116,0.48,10447692,1.92,11112260,2.04,5780,NA,34455456,6.34,29704044,5.47,NA,NA,77577048,14.29,858588,0.15,0.446353475,4.549758521,1.922525563,NA,19.73540411,0.000740572,0.536597494,NA,1.213163143,11.06626535,2439791,24869210,10508622,NA,107874715,4048,2933069,NA,6631211,60488765
Insecta,Spodoptera_frugiperda,7108,Arthropoda,Insecta,Lepidoptera,Noctuidae,GCA_011064685.1,19.3,594377216.2,NA,NA,NA,NA,NA,NA,641,0.023505676,0.600235047,0.039160785,670,0.022869951,0.608739592,0.03756935,0.0883263,2.49683,0.0475942,0.0741498,1.92161,0.0705374,147555300,25,2629184,0.44,9875208,1.67,2374904,0.4,9628,NA,24640536,4.17,23947424,4.05,1228,NA,83601760,14.16,475428,0.08,0.364543032,2.393889892,0.361199476,NA,14.36620526,0.001432952,0.834073692,0.00028659,0.833309451,9.577470171,2166761,14228736,2146887,NA,85389451,8517,4957544,1703,4953002,56926301
Insecta,Cnaphalocrocis_medinalis,437488,Arthropoda,Insecta,Lepidoptera,Crambidae,GCA_014851415.1,3.8,645427019.5,NA,NA,NA,NA,NA,NA,805,0.115560396,2.282119659,0.050637308,837,0.112883421,2.352746874,0.047979416,0.459465,2.51292,0.0459447,0.213682,1.84378,0.103249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Insecta,Galleria_mellonella,7137,Arthropoda,Insecta,Lepidoptera,Pyralidae,GCA_004355975.1,2.4,590699597.8,NA,NA,NA,NA,NA,NA,841,0.091473651,2.27211465,0.040259258,871,0.089474803,2.346213313,0.038135835,0.385177,2.44637,0.045341,0.187684,2.81108,0.0566997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Insecta,Plodia_interpunctella,58824,Arthropoda,Insecta,Lepidoptera,Pyralidae,GCA_001368715.1,2.1,468116617,NA,NA,NA,NA,NA,NA,842,0.116980603,2.364521285,0.049473271,874,0.114310958,2.427042067,0.047098878,0.385177,2.81368,0.0458192,0.187684,2.76909,0.0816067,68491100,14.79,1735764,0.37,11076132,2.39,2851256,0.61,NA,NA,6719296,1.45,6498404,1.4,NA,NA,39214680,8.46,395568,0.08,0.28976577,1.005490382,0.54603626,NA,7.405932772,NA,0.383852747,NA,0.391357586,4.789430027,1356442,4706868,2556086,NA,34668402,NA,1796878,NA,1832010,22420118
Insecta,Bicyclus_anynana,110368,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_900239965.1,1.8,479220000,0.5,NA,NA,NA,-0.693147181,NA,847,0.060066782,1.24024966,0.048431202,880,0.058529135,1.261264075,0.046405139,0.156759,2.91966,0.0605623,0.121628,2.1307,0.0821843,144809808,30.47,5465556,1.15,21343560,4.49,2036508,0.42,NA,NA,22066924,4.64,9434168,1.98,NA,NA,83125348,17.49,1337744,0.28,0.588686597,2.515900688,0.366721198,NA,13.47917586,NA,1.229204165,NA,0.398249265,8.380413945,2821104,12056699,1757401,NA,64594907,NA,5890592,NA,1908490,40160620
Insecta,Lasiommata_megera,111917,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_928268935.1,0.8,597023211.3,NA,NA,NA,NA,NA,NA,860,0.053733615,1.221247551,0.043998954,892,0.052611445,1.248666536,0.042134103,0.156759,2.31767,0.0645607,0.121628,2.68992,0.0491428,143025260,24.12,5713560,0.96,6819520,1.15,3353420,0.56,2768,NA,29995872,5.05,10772932,1.81,200,NA,85015268,14.33,1351720,0.22,0.602173084,3.439164869,0.602461114,NA,15.12230201,NA,0.4307957,9.60097E-05,0.603133182,9.444478048,3595113,20532613,3596833,NA,90283653,NA,2571950,573,3600845,56385726
Insecta,Erebia_aethiops,447833,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_923060345.1,0.8,578881778.7,NA,NA,NA,NA,NA,NA,861,0.016139256,0.25514623,0.063254927,888,0.015942254,0.258571237,0.061655171,0.0249811,2.3005,0.103028,0.0274351,3.70206,0.0664553,184835132,32.15,6441636,1.12,19014388,3.3,4775608,0.83,77780,0.01,19726240,3.43,8298056,1.44,252,NA,124903936,21.72,1597236,0.27,0.68496174,2.609583579,0.894285577,NA,22.17861581,0.010887978,0.965008392,NA,0.601487239,16.41240131,3965119,15106404,5176856,NA,128387966,63029,5586258,NA,3481900,95008401
Insecta,Erebia_ligea,111903,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_917051295.1,0.7,619023059.8,NA,NA,NA,NA,NA,NA,857,0.014824678,0.200794591,0.073830065,887,0.014626454,0.204213584,0.071623315,0.0249811,2.04182,0.111131,0.0274351,2.42866,0.0932933,213602736,34.75,7781796,1.26,23907956,3.88,3595012,0.58,44760,NA,21331384,3.47,9009836,1.46,5556,NA,145548996,23.67,2377440,0.38,0.883739614,2.756193945,0.633895192,NA,26.23577849,0.003768808,1.85793063,0.000551533,0.697689169,19.4020096,5470552,17061476,3923957,NA,162405519,23330,11501019,3414,4318857,120102914
Insecta,Maniola_hyperantus,2795564,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_902806685.2,0.6,499808785.8,NA,NA,NA,NA,NA,NA,867,0.034924862,0.67849999,0.051473637,895,0.034445144,0.688168908,0.050053327,0.106989,1.88357,0.0732597,0.0811011,2.63383,0.0540622,157514000,31.73,2602832,0.52,15986464,3.22,6408924,1.29,16892,NA,19386452,3.9,7038740,1.41,NA,NA,105006616,21.15,1067080,0.21,0.359398573,2.437358997,1.450973698,NA,20.38998667,0.000346019,1.10610793,NA,0.445557345,14.5902441,1796306,12182134,7252094,NA,101910945,1729,5528425,NA,2226935,72923322
Insecta,Melanargia_galathea,111923,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_920104075.1,0.5,739742582.4,NA,NA,NA,NA,NA,NA,866,0.045895889,0.828294526,0.055410108,897,0.044926944,0.839403581,0.053522459,0.140007,1.8816,0.0672707,0.115528,1.68962,0.0949827,300552592,40.91,8823364,1.2,36868772,5.01,6616688,0.9,123856,0.01,26890464,3.66,9312024,1.26,468,NA,208950140,28.44,2966816,0.4,1.097562099,3.123724345,0.95722086,NA,32.97696838,0.013121023,2.990672564,NA,0.532360587,24.26230691,8119134,23107519,7080970,NA,243944678,97062,22123278,NA,3938098,179478616
Insecta,Elymnias_hypermnestra,366056,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_015832385.1,1.6,692005349.7,NA,NA,NA,NA,NA,NA,853,0.083222172,2.431510337,0.034226535,881,0.081079917,2.503889133,0.032381592,0.253674,2.96619,0.0519461,0.166797,4.96751,0.0323548,247559016,36.14,22907736,3.34,15366608,2.24,4796072,0.7,51332,NA,71916576,10.5,14497080,2.11,NA,NA,116177844,16.96,1845768,0.26,1.371866912,4.86564589,0.615371326,NA,14.58083963,0.002524083,0.284155605,NA,0.5792489,6.862026917,9493392,33670530,4258402,NA,100900190,17467,1966372,NA,4008433,47485593
Insecta,Boloria_selene,191398,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_905231865.2,0.4,489860456,NA,NA,NA,NA,NA,NA,868,0.036329669,0.588708669,0.061710776,899,0.036307558,0.599734216,0.060539413,0.0672669,2.53791,0.0879956,0.0602668,2.87648,0.0712589,132857172,27.31,2577192,0.52,16472660,3.38,8450860,1.73,10712,NA,21917364,4.5,17553452,3.6,NA,NA,65107100,13.38,767832,0.15,0.493454485,4.104994591,1.872767247,NA,20.87286771,0.001051394,1.14929101,NA,1.140295746,12.11101324,2417238,20108745,9173946,NA,102247925,5150,5629922,NA,5585858,59327065
Insecta,Fabriciana_adippe,405009,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_905404265.1,0.3,592627924.6,NA,NA,NA,NA,NA,NA,859,0.021672543,0.39081097,0.055455309,890,0.02135121,0.399676832,0.053421184,0.0672669,1.68467,0.0796294,0.0602668,2.07248,0.0680409,186153572,31.63,4325328,0.73,63407392,10.77,4375460,0.74,12232,NA,14221988,2.41,16459472,2.79,NA,NA,81747328,13.89,1604372,0.27,0.486949653,1.704468281,0.770449718,NA,16.5225726,0.002022936,3.818725646,NA,0.878435981,8.861520381,2885800,10101155,4565900,NA,97917379,11988,22630835,NA,5205857,52515844
Insecta,Heliconius_sara,33443,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_917862395.1,0.3,428103112.6,NA,NA,NA,NA,NA,NA,848,0.072082987,1.874813194,0.03844809,880,0.070129761,1.922002512,0.036487861,0.174923,3.7814,0.0527362,0.123809,4.50745,0.0548991,73978592,17.4,5508940,1.29,21086716,4.96,2583992,0.6,12532,NA,9078864,2.13,21149012,4.97,NA,NA,14398088,3.38,160448,0.03,0.412705194,1.366817266,0.39376267,NA,8.55704991,0.00161213,2.142520323,NA,1.075559174,3.164073153,1766804,5851387,1685710,NA,36632997,6902,9172196,NA,4604502,13545496
Insecta,Limenitis_camilla,270466,Arthropoda,Insecta,Lepidoptera,Nymphalidae,GCA_905147385.1,0.6,532458006.1,NA,NA,NA,NA,NA,NA,860,0.079934797,2.090511353,0.038236959,892,0.078089566,2.145470897,0.036397402,0.23303,2.81151,0.0556192,0.145789,4.53818,0.0421154,142261504,26.9,5362628,1.01,27510064,5.2,4812212,0.91,11736,NA,21004368,3.97,5011352,0.94,NA,NA,76571336,14.48,1977808,0.37,0.513477453,2.497590082,0.685948848,NA,13.87346707,0.000957583,1.78663767,NA,0.296638031,8.092004605,2734052,13298618,3652390,NA,73870386,5099,9513095,NA,1579473,43086526
